FIPS,State,ReportDate,Cases,IR,Vaccinations,VR
42,Pennsylvania,2021-09-01,12294.6,10.5006,6654991,47.1373
42,Pennsylvania,2021-09-08,13982.8,10.8651,6727408,47.6448
42,Pennsylvania,2021-09-15,20269.8,11.0282,6816037,48.2761
42,Pennsylvania,2021-09-22,22658.3,11.446,6898464,48.8313
42,Pennsylvania,2021-09-29,23061.7,11.8915,6978465,49.4493
42,Pennsylvania,2021-10-01,22883.4,11.78,7000741,49.609
42,Pennsylvania,2021-10-08,22703.8,12.3385,7077715,50.1075
42,Pennsylvania,2021-10-15,23233.5,12.903,7159419,50.5701
42,Pennsylvania,2021-10-22,20659.5,12.1916,7248930,51.0254
42,Pennsylvania,2021-10-29,19324.6,11.0231,7308676,51.4851
42,Pennsylvania,2021-11-01,19366.8,11.6387,7334720,51.6881
42,Pennsylvania,2021-11-08,20811.2,12.304,7389884,52.0761
42,Pennsylvania,2021-11-15,35168.2,13.9309,7463367,52.5194
42,Pennsylvania,2021-11-22,29019,15.3039,7511892,52.8463
42,Pennsylvania,2021-11-29,25896.8,16.3745,7046039,49.3627
42,Pennsylvania,2021-12-01,25975.6,16.721,7069119,49.4791
44,"Rhode Island",2021-08-22,667.53,3.162,641527,64.3
44,"Rhode Island",2021-08-29,822.17,3.038,648249,64.86
44,"Rhode Island",2021-09-01,822.17,2.924,649853,65.02
44,"Rhode Island",2021-09-08,815.16,2.262,655899,65.52
44,"Rhode Island",2021-09-15,894.1,2.162,662130,66.08
44,"Rhode Island",2021-09-22,893.37,2.054,668922,66.64
44,"Rhode Island",2021-09-29,2120.74,1.842,676370,67.28
44,"Rhode Island",2021-10-01,816.15,1.714,677773,67.42
44,"Rhode Island",2021-10-08,943.4,1.896,684253,67.92
44,"Rhode Island",2021-10-15,784.38,1.644,688419,68.26
44,"Rhode Island",2021-10-22,795.93,1.556,693298,68.64
44,"Rhode Island",2021-10-29,734.09,1.422,696917,69
44,"Rhode Island",2021-11-01,734.09,1.572,698656,69.14
44,"Rhode Island",2021-11-08,639.96,1.946,702161,69.44
44,"Rhode Island",2021-11-15,771.81,2.204,705167,69.72
44,"Rhode Island",2021-11-22,1350.84,3.7,708437,69.98
44,"Rhode Island",2021-11-29,1466.96,4.278,711563,70.3
44,"Rhode Island",2021-12-01,1466.96,4.528,713183,70.5
45,"South Carolina",2021-08-22,20315.4,13.7774,2046019,37.2239
45,"South Carolina",2021-08-29,27518.8,15.1509,2087587,38.0304
45,"South Carolina",2021-09-01,30434.2,13.7898,2105077,38.3522
45,"South Carolina",2021-09-08,31439.6,12.6998,2144950,39.1304
45,"South Carolina",2021-09-15,28203.3,12.9024,2193105,40.1065
45,"South Carolina",2021-09-22,23965.7,11.513,2234786,40.9391
45,"South Carolina",2021-09-29,17259.9,10.7459,2278405,41.787
45,"South Carolina",2021-10-01,17233.5,10.1596,2286947,41.9609
45,"South Carolina",2021-10-08,13564.1,7.84804,2325664,42.7239
45,"South Carolina",2021-10-15,9356.93,6.35674,2359382,43.3739
45,"South Carolina",2021-10-22,6624.89,5.05783,2386703,43.8804
45,"South Carolina",2021-10-29,4654.78,3.8537,2409775,44.3087
45,"South Carolina",2021-11-01,4806.42,4.05478,2419485,44.4848
45,"South Carolina",2021-11-08,4481.38,3.34,2437926,44.813
45,"South Carolina",2021-11-15,3679.29,3.22261,2453893,45.1022
45,"South Carolina",2021-11-22,3933.27,3.85717,2470038,45.3935
45,"South Carolina",2021-11-29,3228.77,4.52378,2482164,45.6043
45,"South Carolina",2021-12-01,3019.03,5.11156,2487639,45.6783
46,"South Dakota",2021-08-22,5301.69,20.3984,359141,36.5849
46,"South Dakota",2021-08-29,9876.85,21.554,364654,37.1727
46,"South Dakota",2021-09-01,11572.1,22.4219,366984,37.3758
46,"South Dakota",2021-09-08,8717.94,20.6939,371479,37.8485
46,"South Dakota",2021-09-15,17170.9,16.232,376334,38.3652
46,"South Dakota",2021-09-22,12636,16.2533,381782,38.9394
46,"South Dakota",2021-09-29,13853.9,16.1632,386817,39.4591
46,"South Dakota",2021-10-01,11992.2,16.3291,388182,39.6288
46,"South Dakota",2021-10-08,11231,16.64,391323,39.9409
46,"South Dakota",2021-10-15,9952.26,18.0705,394842,40.3045
46,"South Dakota",2021-10-22,12945.7,16.7391,443817,45.6333
46,"South Dakota",2021-10-29,12014.5,15.3819,447855,46.2424
46,"South Dakota",2021-11-01,10623.9,16.7465,448766,46.3333
46,"South Dakota",2021-11-08,14039,18.4507,454225,46.95
46,"South Dakota",2021-11-15,13660.7,19.0198,457553,47.2864
46,"South Dakota",2021-11-22,17398.2,16.3896,460802,47.6576
46,"South Dakota",2021-11-29,10361.1,18.4853,465268,48.1651
46,"South Dakota",2021-12-01,12315.5,17.4846,468179,48.3727
47,Tennessee,2021-08-22,53834.4,20.4842,2723209,33.5632
47,Tennessee,2021-08-29,68452,23.5676,2769867,34.12
47,Tennessee,2021-09-01,78415.9,24.1052,2803100,34.5347
47,Tennessee,2021-09-08,88280.6,26.5269,2863967,35.3474
47,Tennessee,2021-09-15,76309.8,23.2679,2918262,36.1137
47,Tennessee,2021-09-22,61156.3,22.1469,2979662,37.0211
47,Tennessee,2021-09-29,49022.8,18.7866,3031696,37.8011
47,Tennessee,2021-10-01,41005.5,19.3018,3043308,37.9853
47,Tennessee,2021-10-08,28682.8,16.0513,3088690,38.6284
47,Tennessee,2021-10-15,27682.8,15.2535,3123907,39.1526
47,Tennessee,2021-10-22,15942.1,12.9932,3156471,39.6011
47,Tennessee,2021-10-29,12309.2,9.78409,3181564,39.9568
47,Tennessee,2021-11-01,11893.3,9.15043,3185523,40.0126
47,Tennessee,2021-11-08,9047.41,9.32846,3206590,40.3042
47,Tennessee,2021-11-15,12685.4,7.88956,3264646,40.9768
47,Tennessee,2021-11-22,12457.2,8.7057,3291587,41.3274
47,Tennessee,2021-11-29,6579.82,9.08967,3307902,41.5253
47,Tennessee,2021-12-01,9900.76,10.7481,3315056,41.6042
48,Texas,2021-08-22,94884.1,22.7692,NULL,NULL
48,Texas,2021-08-29,105708,19.5683,NULL,NULL
48,Texas,2021-09-01,105222,19.2313,NULL,NULL
48,Texas,2021-09-08,112535,17.7097,NULL,NULL
48,Texas,2021-09-15,130958,18.1094,NULL,NULL
48,Texas,2021-09-22,99590.9,16.8768,NULL,NULL
48,Texas,2021-09-29,76042.9,15.3256,NULL,NULL
48,Texas,2021-10-01,64787.8,14.3712,NULL,NULL
48,Texas,2021-10-08,51367.6,13.1535,NULL,NULL
48,Texas,2021-10-15,41353.1,10.8561,NULL,NULL
48,Texas,2021-10-22,29586.5,8.9905,15173194,41.034
48,Texas,2021-10-29,20338.8,8.63256,15317180,41.532
48,Texas,2021-11-01,20562.9,9.28663,15355880,41.6455
48,Texas,2021-11-08,17280.1,8.87549,15442037,41.8889
48,Texas,2021-11-15,19649.5,9.13158,15540881,42.1601
48,Texas,2021-11-22,18349.3,10.0956,15629153,42.4435
48,Texas,2021-11-29,5855.01,11.5571,15702561,42.6921
48,Texas,2021-12-01,17680,11.0779,15746531,42.7917
49,Utah,2021-08-22,3939.45,16.3407,1455695,39.5552
49,Utah,2021-08-29,3451.85,17.1971,1480527,40.1552
49,Utah,2021-09-01,3789.69,16.8745,1488549,40.4035
49,Utah,2021-09-08,4572.78,15.3241,1507098,40.8379
49,Utah,2021-09-15,5089.34,15.6379,1527928,41.3621
49,Utah,2021-09-22,4436.81,15.7372,1555176,42.1069
49,Utah,2021-09-29,4136.21,15.8752,1576614,42.7448
49,Utah,2021-10-01,3790.5,16.8189,1584776,42.9172
49,Utah,2021-10-08,3477.97,16.3838,1612694,43.8069
49,Utah,2021-10-15,3924.11,16.0534,1637852,44.5621
49,Utah,2021-10-22,4250.76,15.1679,1654327,45.0172
49,Utah,2021-10-29,5375.18,16.165,1664195,45.3448
49,Utah,2021-11-01,5463.62,17.4532,1674201,45.6586
49,Utah,2021-11-08,4617.54,16.1761,1690713,46.2069
49,Utah,2021-11-15,4327.76,13.7575,1703435,46.631
49,Utah,2021-11-22,4117.98,12.5118,1725566,47.4172
49,Utah,2021-11-29,3094.35,11.8829,1728459,47.5241
49,Utah,2021-12-01,2750.95,11.6632,1742665,48
50,Vermont,2021-08-22,1668.57,3.38071,310075,47.1786
50,Vermont,2021-08-29,1847.75,4.25714,312090,47.5
50,Vermont,2021-09-01,2004.23,4.47929,312655,47.5929
50,Vermont,2021-09-08,2447.2,4.25071,314206,47.8786
50,Vermont,2021-09-15,2258.06,4.21571,316130,48.1714
50,Vermont,2021-09-22,3397.86,3.47357,317377,48.3714
50,Vermont,2021-09-29,3375.9,3.48571,319052,48.6429
50,Vermont,2021-10-01,3100.91,3.18357,319565,48.75
50,Vermont,2021-10-08,2926.5,3.525,322415,49.1214
50,Vermont,2021-10-15,3633.78,4.21857,323907,49.35
50,Vermont,2021-10-22,4193.64,4.51643,325471,49.5786
50,Vermont,2021-10-29,3726.85,3.54214,327113,49.8357
50,Vermont,2021-11-01,3741.71,4.20143,328015,49.9857
50,Vermont,2021-11-08,5589.66,4.83714,329934,50.2929
50,Vermont,2021-11-15,6189.09,5.27071,331746,50.5786
50,Vermont,2021-11-22,6354.58,4.92286,333887,50.8786
50,Vermont,2021-11-29,1786.89,5.35571,335238,51.1214
50,Vermont,2021-12-01,5526.47,5.84857,335786,51.1929
51,Virginia,2021-08-22,27783.6,12.6734,2469455,19.2244
51,Virginia,2021-08-29,38200.7,13.552,2503462,19.5307
51,Virginia,2021-09-01,42768.9,13.7533,2514721,19.6283
51,Virginia,2021-09-08,45057.2,14.3251,2542537,19.8732
51,Virginia,2021-09-15,52840.2,15.5885,2571878,20.1346
51,Virginia,2021-09-22,53549.4,14.0942,2621881,20.5087
51,Virginia,2021-09-29,45692.2,13.9667,4333258,43.7323
51,Virginia,2021-10-01,42922,13.591,4340652,43.7955
51,Virginia,2021-10-08,38965.4,12.8721,4367034,44.0444
51,Virginia,2021-10-15,31834.1,12.503,4395764,44.2925
51,Virginia,2021-10-22,25807.4,11.0196,4425025,44.5338
51,Virginia,2021-10-29,19942.8,10.0534,4446230,44.7143
51,Virginia,2021-11-01,20170.3,9.60145,4455953,44.8045
51,Virginia,2021-11-08,18085.3,8.81573,4477039,44.9804
51,Virginia,2021-11-15,20315.8,8.86123,4497806,45.1489
51,Virginia,2021-11-22,21625.7,9.57277,4520854,45.2992
51,Virginia,2021-11-29,19243.6,10.4518,4534825,45.3947
51,Virginia,2021-12-01,17606.2,10.6187,4541820,45.4368
53,Washington,2021-08-22,12564.7,17.3389,4352090,48.0667
53,Washington,2021-08-29,14247.8,87.0044,4399200,48.6359
53,Washington,2021-09-01,15185.2,88.4831,4416243,48.8282
53,Washington,2021-09-08,14590.5,88.9653,4466342,49.4615
53,Washington,2021-09-15,16619.6,88.5868,4528437,50.2615
53,Washington,2021-09-22,15450.3,60.7203,4593140,51.0974
53,Washington,2021-09-29,13978.3,25.8334,4442933,50.2308
53,Washington,2021-10-01,13794.5,19.3739,4456198,50.4282
53,Washington,2021-10-08,12845.6,18.0339,4524098,51.2359
53,Washington,2021-10-15,11721.7,17.9811,4565458,51.7667
53,Washington,2021-10-22,9426.96,19.5097,4603812,52.2538
53,Washington,2021-10-29,8485.8,13.66,4640354,52.7256
53,Washington,2021-11-01,8339.04,16.3774,4645272,52.7974
53,Washington,2021-11-08,6978.04,18.3139,4672982,53.1385
53,Washington,2021-11-15,6889.37,16.0724,4698560,53.4385
53,Washington,2021-11-22,6522.43,11.4419,4728676,53.7897
53,Washington,2021-11-29,2851.74,11.3715,4746412,53.9692
53,Washington,2021-12-01,3516.56,9.35436,4770216,54.1641
54,"West Virginia",2021-08-22,17327.6,11.6158,409041,20.5709
54,"West Virginia",2021-08-29,29284.8,14.2391,411104,20.7055
54,"West Virginia",2021-09-01,31045.7,14.8356,411763,20.7382
54,"West Virginia",2021-09-08,38139.5,14.9905,413439,20.8418
54,"West Virginia",2021-09-15,45222.5,16.1036,418560,21.1364
54,"West Virginia",2021-09-22,43994.6,15.7231,428199,21.6164
54,"West Virginia",2021-09-29,37131.6,14.6536,432769,21.9382
54,"West Virginia",2021-10-01,37804,14.8125,433474,21.9855
54,"West Virginia",2021-10-08,29595.2,14.1989,435702,22.1255
54,"West Virginia",2021-10-15,24435.3,12.4533,437882,22.2273
54,"West Virginia",2021-10-22,21424.1,12.2293,439828,22.3164
54,"West Virginia",2021-10-29,19995.6,11.146,440858,22.3855
54,"West Virginia",2021-11-01,20446.8,11.0371,441177,22.4036
54,"West Virginia",2021-11-08,19090.1,10.8669,441932,22.4382
54,"West Virginia",2021-11-15,17267.4,10.2844,442739,22.4782
54,"West Virginia",2021-11-22,20254.5,11.5809,448424,22.7564
54,"West Virginia",2021-11-29,5899.56,12.0093,448785,22.7709
54,"West Virginia",2021-12-01,15229.4,12.6916,448921,22.7782
55,Wisconsin,2021-08-22,10592.4,7.85,3008096,48.0833
55,Wisconsin,2021-08-29,15293.1,8.96319,3043869,48.6736
55,Wisconsin,2021-09-01,15603.9,9.12444,3051330,48.7819
55,Wisconsin,2021-09-08,15873.2,10.1972,3082783,49.3028
55,Wisconsin,2021-09-15,19841.6,10.3933,3118362,49.8667
55,Wisconsin,2021-09-22,30894.7,9.91736,3153303,50.4361
55,Wisconsin,2021-09-29,30249.2,10.3431,3185744,50.9806
55,Wisconsin,2021-10-01,29621.8,10.5938,3192484,51.1139
55,Wisconsin,2021-10-08,30568.1,11.3654,3223546,51.9208
55,Wisconsin,2021-10-15,27289.8,11.07,3247533,52.3014
55,Wisconsin,2021-10-22,23781.6,9.82069,3269241,52.6708
55,Wisconsin,2021-10-29,22691.3,9.76806,3285921,52.9486
55,Wisconsin,2021-11-01,22850.6,9.94375,3293750,53.0681
55,Wisconsin,2021-11-08,25176.6,10.9914,3310900,53.3417
55,Wisconsin,2021-11-15,30557.8,12.7372,3326013,53.5833
55,Wisconsin,2021-11-22,34346.6,13.496,3340879,53.8306
55,Wisconsin,2021-11-29,30744.8,14.2403,3352858,54.0042
55,Wisconsin,2021-12-01,30631.3,14.7665,3359891,54.0889
56,Wyoming,2021-08-22,9580.99,12.2704,212424,34.213
56,Wyoming,2021-08-29,11764.3,11.7774,215088,34.6217
56,Wyoming,2021-09-01,14648.6,12.1891,216708,34.9087
56,Wyoming,2021-09-08,15948.8,12.4774,220634,35.4739
56,Wyoming,2021-09-15,16526,12.17,224550,36.0957
56,Wyoming,2021-09-22,15230.1,13.2309,228190,36.7043
56,Wyoming,2021-09-29,14621.1,12.9626,231618,37.2739
56,Wyoming,2021-10-01,14086.5,13.1848,232184,37.3565
56,Wyoming,2021-10-08,13171.9,12.1674,236120,37.9783
56,Wyoming,2021-10-15,12958.9,12.32,239343,38.5043
56,Wyoming,2021-10-22,12930.1,11.6252,242178,38.9348
56,Wyoming,2021-10-29,11555.2,11.5235,244784,39.3565
56,Wyoming,2021-11-01,11221.4,10.687,244933,39.3826
56,Wyoming,2021-11-08,9878.44,9.67696,247556,39.8913
56,Wyoming,2021-11-15,9059.53,8.66091,249973,40.2565
56,Wyoming,2021-11-22,6961.97,9.58429,252405,40.6609
56,Wyoming,2021-11-29,2969.12,7.02667,254059,40.9522
56,Wyoming,2021-12-01,4114.69,6.71091,254745,41.0478
